"codename","card_codename","set_codename","en_flavor","cn_flavor","illustrator","position","quantity","released_by"
"01011","mimic","core_set","November 5th: the day when all would see the corrupt machinations of the corporate oligarchy.","11月5日这天，所有人将会看到公司寡头们的肮脏阴谋。","Ed Mattinian","11","2","fantasy_flight_games"
"01012","parasite","core_set","","","Bruno Balixa","12","3","fantasy_flight_games"
"01013","wyrm","core_set","Fire and ichor…","火焰与毒液…","Sandara Tang","13","2","fantasy_flight_games"
"01014","yog_0","core_set","The Yog.0 database is a crowdsourced compilation of sniffed, spoofed, and logged passkeys. If the key to the gate is in the database, you're in. If it's not, change the gate!","犹格.0数据库是一个含嗅探、欺骗和登入密钥的多来源编译。如果开门的密钥在数据库中，你便可顺利进入。否则，就换一道门吧！","Kate Niemczyk","14","2","fantasy_flight_games"
"01015","ice_carver","core_set","In the public consciousness, there's a hard line between corp and runner. In the real world, things are a little more porous. The corps need the best hackers to run their networks, and some of the best hackers are ex-runners who like the idea of a regular paycheck. But sometimes things run the other way, and someone on the inside makes something like this.","在大众意识里，公司与潜袭者之间隔着明显的鸿沟。在真实世界里，情况却有些模糊。公司需要最优秀的黑客来运作他们的网络，其中部分是喜欢固定工资的原潜袭者。但有时情况会发展到另一面，有人从公司内部做出了这样的东西。","Mark Anthony Taduran","15","1","fantasy_flight_games"
"01016","wyldside","core_set","""Best place to go when you want to get your mind out of the gutter and take it inside."" -Ji ""Noise"" Reilly","“当你想让脑袋摆脱一堆破事，然后扎进另一堆破事时，这是最好的去处。” —吉·“噪音”·雷利","Henning Ludvigsen","16","2","fantasy_flight_games"
"01017","gabriel_santiago_consummate_professional","core_set","""Of course I steal from the rich. They're the ones with all the money.""","“我当然是偷富人的，他们拿了所有的钱。”","Ralph Beisner","17","1","fantasy_flight_games"
"01018","account_siphon","core_set","","","Outland Entertainment LLC","18","2","fantasy_flight_games"
"01019","easy_mark","core_set","""Hey kid, you fire that up now, bound to be vamped real bad. Some real pathetic individuals around here. But thankfully I got just the ticket…""","“嘿小子，你把他惹火了，很快就会被整得很惨。这周围全是一些可怜虫。不过幸好我搞到了正需要的东西…”","Matt Zeilinger","19","3","fantasy_flight_games"
"01020","forged_activation_orders","core_set","As the hysteria in the room climbed higher up the corporate chain, an uneasy feeling of joblessness began to sink in on the lower rungs.","随着房间里的抓狂情绪向企业链高层传递，一种令人不安的失业恐惧在底下弥漫开来。","Ed Mattinian","20","3","fantasy_flight_games"
"01021","inside_job","core_set","""Hey, listen, I'm not asking you to do anything dangerous. Just let me into the building. And tell me which room has the weakest security. And please don't say 'the bathroom' again.""","“嘿，听着，我不是要你做什么危险的事情。你只要让我进入大楼。另外告诉我哪个房间的防卫最差。以及请别再说是'厕所'。”","Clark Huggins","21","3","fantasy_flight_games"
"01022","special_order","core_set","Feverishly tracking its frustratingly slow progress across the Pacific, the package finally shows up hours later…","令人兴奋的包裹，沮丧而缓慢地越过太平洋，最终在几个小时后抵达…","Kate Niemczyk","22","3","fantasy_flight_games"
"01023","lemuria_codecracker","core_set","""A little preparation goes a long way."" -Gabriel Santiago","“稍作准备才能走得长远。” —加布里埃尔·圣地亚哥","Emerson Tung","23","2","fantasy_flight_games"
"01024","desperado","core_set","","","Outland Entertainment LLC","24","1","fantasy_flight_games"
"01025","aurora","core_set","","","Adam S. Doyle","25","2","fantasy_flight_games"
"01026","femme_fatale","core_set","","","Kate Niemczyk","26","2","fantasy_flight_games"
"01027","ninja","core_set","You feel Ninja before you see Ninja, if you see Ninja at all.","你会先感觉到忍者才能看到忍者，如果你还能看到的话。","Andrew Mar","27","2","fantasy_flight_games"
"01028","sneakdoor_beta","core_set","""The code isn't important. It's where the code takes you that is important."" -g00ru","“代码并不重要，代码会把你带去哪里才是重要的。” —精神0袖","Andrew Mar","28","2","fantasy_flight_games"
"01029","bank_job","core_set","","","Mauricio Herrera","29","2","fantasy_flight_games"
"01030","crash_space","core_set","""My roomie, he had a cousin with a college girlfriend whose brother's best friend was an addict, and the addict's mother used to live here. So yeah, there's a connection."" -Lez ""Rockfist"" S.","“我那个室友，他有个表亲的大学女朋友的兄弟的密友是个瘾君子，而这个瘾君子的老妈曾住过这儿。所以没错，的确有些关联。” - 雷兹·“石拳”·S.","Tim Durning","30","2","fantasy_flight_games"
"01031","data_dealer","core_set","Shadier the dealer, better the price. Unless the dealer's too shady. Then there might be a hidden fee after they take your scrip.","越阴暗的商贩，开价越高。但除非太过阴暗的商贩，他们在拿了你的货之后可能会有隐含的附加费用。","Mauricio Herrera","31","1","fantasy_flight_games"
"01032","decoy","core_set","""I get the feeling that this is the wrong place, Frank.""
""What makes you say that, D?""
""The curlers.""","“我感觉我们来错地方了，弗兰克。”
“为什么这么说，D？”
“看看卷发夹。”","Mauricio Herrera","32","2","fantasy_flight_games"
"01033","kate_mac_mccaffrey_digital_tinker","core_set","""Are you listening?""","“你在听吗？”","Ralph Beisner","33","1","fantasy_flight_games"
"01034","diesel","core_set","Diesel gives you flames.","迪燃给你火力。","Tim Durning","34","3","fantasy_flight_games"
"01035","modded","core_set","There's no replacement for a home-grown program. Fed on late nights, oaty bars, and single-minded determination. Cheaper, too.","自家创造的程序无可取代。它是在熬夜、麦片条和单纯的决心里培养长大。还有，它很便宜。","Ralph Beisner","35","2","fantasy_flight_games"
"01036","the_makers_eye","core_set","""Some of the professionals have good instincts, but they can't see beyond the data. They can't see the matrix."" -Ele ""Smoke"" Scovak","“有些专家有很棒的直觉，但他们却看不透数据，看不到矩阵。” —艾丽·“浓烟”·斯科娃","Yue Wang","36","3","fantasy_flight_games"
"01037","tinkering","core_set","""There's that moment, you know, when the whole world seems to fall away and it is only you and your mod, and the mod is the world.""","“你知道，在那一刻，当整个世界除了你和你的改造物之外全都消失不见，你的改造物就是世界。”","Christina Davis","37","3","fantasy_flight_games"
"01038","akamatsu_mem_chip","core_set","The Akamatsu company was founded on three principles: first, to make the fastest mem chips on the market, second, to turn a profit, and third, to serve as a front for the manufacture of illegal neural-stimulants. It is the last principle that perhaps explains their rabid brand loyalty.","赤松公司基于三条原则创立：第一，制造市场上最强劲的芯片；第二，盈利；第三，作为非法的神经仿生体的前端服务商。最后一条原则可能解释了他们强大的品牌忠诚度。","Outland Entertainment LLC","38","2","fantasy_flight_games"
"01039","rabbit_hole","core_set","It's not endless, it just feels that way.","它并不是无穷无尽，它只是让你有这种感觉。","Mark Anthony Taduran","39","2","fantasy_flight_games"
"01040","the_personal_touch","core_set","A z-loop here, a cortical wave there…","这里放个Z循环，那里放个皮层波动…","Bruno Balixa","40","2","fantasy_flight_games"
"01041","the_toolbox","core_set","","","Michael Hamlett","41","1","fantasy_flight_games"
"01042","battering_ram","core_set","""It's called 'brute-forcing' and it's just as effective today as it was a hundred years ago."" -Kate ""Mac"" McCaffrey","“这叫'蛮力冲击'，跟百年前一样好用。” —凯特·“麦克”·麦卡弗瑞","Liiga Smilshkalne","42","2","fantasy_flight_games"
"01043","gordian_blade","core_set","It can slice through the thickest knots of data.","它可以切开最繁杂的数据死结。","Mike Nesbitt","43","3","fantasy_flight_games"
"01044","magnum_opus","core_set","The Great Work was completed on a rainy Thursday afternoon. There were no seismic shifts, no solar flares, no sign from the earth or heavens that the world had changed. But upstalk in Heinlein, on a single Cybsoft manufactured datacore, the flickering data quantums of an account began to fill with creds. Real, honest-to-goodness UN certified creds.","这个巨作在一个下雨的周四午后完成。没有任何地动山摇，任何耀斑爆发，任何地球或天界的讯号表明世界已改变。然而在上行区的海因莱因，一个数位体公司制造的数据核心里，有个账号闪烁着数据量子，正开始填满信用点。真正的，实实在在的联合国认证信用点。","Outland Entertainment LLC","44","2","fantasy_flight_games"
"01045","net_shield","core_set","Sucks energy like a martian terra-bot, but it keeps you focused","它会像火星地表机器人那样吸取能量，但能使你集中精神。","Andrew Mar","45","2","fantasy_flight_games"
"01046","pipeline","core_set","","","Matt Zeilinger","46","2","fantasy_flight_games"
"01047","aesops_pawnshop","core_set","You didn't mention Aesop's arm unless you wanted an earful. Sometimes he talked about it in such a way that you wondered why he didn't laser his other arm off as well.","除非你想听到一堆啰嗦，否则不要提到伊索的手臂。有时他讲得让你疑惑他另一只手臂怎么没有被激光切下来。","Adam Schumpert","47","1","fantasy_flight_games"
"01048","sacrificial_construct","core_set","The life expectancy of a jacked construct is about that of a mayfly. In other words, short.","一个最好的结构体的预期寿命和蜉蝣差不多。换句话说，很短。","Matt Zeilinger","48","2","fantasy_flight_games"
"01049","infiltration","core_set","""Bring back any memories, Monica?"" -John ""Animal"" McEvoy","“回想起任何记忆吗，莫妮卡？” —约翰·“野兽”·麦克伊弗","Imaginary FS Pte Ltd","49","3","fantasy_flight_games"
